date,market_status,rally_attempt_active,rally_day_count,rally_start_date,attempt_id,downtrend_low_day,day1_triggered_today,day1_low,ftd_detected,ftd_valid,ftd_date,ftd_late,ftd_low,ftd_close,distribution_count_20d,dd_flag_today,ftd_flag_today,ma50_break_flag,ma50,close,close_vs_ma50_pct,close_vs_ftd_close_pct,allow_new_buys
2019-10-01,downtrend,False,0,,0,False,False,,False,False,,False,,,0,False,False,False,926.31,926.31,0.0,,False
2019-10-02,downtrend,False,0,,0,True,False,,False,False,,False,,,0,False,False,False,923.02,919.73,-0.003564386470498948,,False
2019-10-03,downtrend,False,0,,0,True,False,,False,False,,False,,,0,False,False,False,922.5799999999999,921.7,-0.0009538468208717399,,False
2019-10-04,downtrend,False,0,,0,False,False,,False,False,,False,,,0,False,False,False,920.725,915.16,-0.006044149990496628,,False
2019-10-07,downtrend,False,0,,0,True,False,,False,False,,False,,,0,False,False,False,918.0799999999999,907.5,-0.011524050191704327,,False
2019-10-08,downtrend,False,0,,0,True,False,,False,False,,False,,,0,False,False,False,917.6116666666667,915.27,-0.0025519146625206934,,False
2019-10-09,downtrend,False,0,,0,False,False,,False,False,,False,,,0,False,False,False,917.1728571428572,914.54,-0.0028706226120330802,,False
2019-10-10,downtrend,False,0,,0,False,False,,False,False,,False,,,0,False,False,False,916.6575,913.05,-0.003935493900393605,,False
2019-10-11,rally_attempt,True,1,2019-10-11,1,False,True,912.94,False,False,,False,,,0,False,False,False,916.6600000000001,916.68,2.1818340496970734e-05,,False
2019-10-14,rally_attempt,True,2,2019-10-11,1,False,False,912.94,False,False,,False,,,0,False,False,False,917.1850000000001,921.91,0.005151632440565379,,False
2019-10-15,rally_attempt,True,3,2019-10-11,1,False,False,912.94,False,False,,False,,,0,False,False,False,917.7381818181817,923.27,0.006027664851928627,,False
2019-10-16,rally_attempt,True,4,2019-10-11,1,False,False,912.94,False,False,,False,,,0,False,False,False,918.3133333333334,924.64,0.0068894422383063425,,False
2019-10-17,rally_attempt,True,5,2019-10-11,1,False,False,912.94,False,False,,False,,,1,True,False,False,918.3738461538462,919.1,0.0007906952590113203,,False
2019-10-18,rally_attempt,True,6,2019-10-11,1,False,False,912.94,False,False,,False,,,1,False,False,False,918.4278571428571,919.13,0.0007645051831586258,,False
2019-10-21,rally_attempt,True,7,2019-10-11,1,False,False,912.94,False,False,,False,,,2,True,False,True,918.1326666666666,914.0,-0.004501165045864841,,False
2019-10-22,rally_attempt,True,8,2019-10-11,1,False,False,912.94,False,False,,False,,,2,False,False,False,918.05,916.81,-0.0013506889602963312,,False
2019-10-23,rally_attempt,True,9,2019-10-11,1,False,False,912.94,False,False,,False,,,2,False,False,False,918.1417647058823,919.61,0.0015991379006574657,,False
2019-10-24,rally_attempt,True,10,2019-10-11,1,False,False,912.94,False,False,,False,,,2,False,False,False,918.5366666666666,925.25,0.0073087265614510954,,False
2019-10-25,rally_attempt,True,11,2019-10-11,1,False,False,912.94,False,False,,False,,,2,False,False,False,918.9847368421052,927.05,0.008776275420644408,,False
2019-10-28,rally_attempt,True,12,2019-10-11,1,False,False,912.94,False,False,,False,,,2,False,False,False,919.3340000000001,925.97,0.0072182688772524095,,False
2019-10-29,rally_attempt,True,13,2019-10-11,1,False,False,912.94,False,False,,False,,,2,False,False,False,919.554761904762,923.97,0.004801495547793522,,False
2019-10-30,rally_attempt,True,14,2019-10-11,1,False,False,912.94,False,False,,False,,,2,False,False,False,919.8054545454546,925.07,0.00572354233009742,,False
2019-10-31,rally_attempt,True,15,2019-10-11,1,False,False,912.94,False,False,,False,,,3,True,False,False,919.9304347826088,922.68,0.002988883847549806,,False
2019-11-01,rally_attempt,True,16,2019-10-11,1,False,False,912.94,False,False,,False,,,3,False,False,False,920.4979166666667,933.55,0.014179373029542308,,False
2019-11-04,rally_attempt,True,17,2019-10-11,1,False,False,912.94,False,False,,False,,,3,False,False,False,921.288,940.25,0.020582054688653262,,False
2019-11-05,rally_attempt,True,18,2019-10-11,1,False,False,912.94,False,False,,False,,,3,False,False,False,922.0976923076923,942.34,0.02195245456221473,,False
2019-11-06,rally_attempt,True,19,2019-10-11,1,False,False,912.94,False,False,,False,,,3,False,False,False,922.8488888888888,942.38,0.02116393197875177,,False
2019-11-07,rally_attempt,True,20,2019-10-11,1,False,False,912.94,False,False,,False,,,3,False,False,False,923.6132142857142,944.25,0.022343536661334484,,False
2019-11-08,rally_attempt,True,21,2019-10-11,1,False,False,912.94,False,False,,False,,,3,False,False,False,924.3403448275861,944.7,0.02202614576583417,,False
2019-11-11,rally_attempt,True,22,2019-10-11,1,False,False,912.94,False,False,,False,,,3,False,False,False,924.853,939.72,0.016074987051996503,,False
2019-11-12,rally_attempt,True,23,2019-10-11,1,False,False,912.94,False,False,,False,,,3,False,False,False,925.3358064516129,939.82,0.015652905083106683,,False
2019-11-13,rally_attempt,True,24,2019-10-11,1,False,False,912.94,False,False,,False,,,4,True,False,False,925.5628125,932.6,0.007603144168024878,,False
2019-11-14,rally_attempt,True,25,2019-10-11,1,False,False,912.94,False,False,,False,,,3,False,False,False,925.65,928.44,0.0030140982012640816,,False
2019-11-15,rally_attempt,True,26,2019-10-11,1,False,False,912.94,False,False,,False,,,3,False,False,False,925.7002941176471,927.36,0.0017929192557240015,,False
2019-11-18,rally_attempt,True,27,2019-10-11,1,True,False,912.94,False,False,,False,,,2,False,False,False,925.5645714285714,920.95,-0.004985682869698582,,False
2019-11-19,downtrend,False,0,,1,False,False,,False,False,,False,,,2,False,False,False,925.5786111111112,926.07,0.0005308991402674934,,False
2019-11-20,downtrend,False,0,,1,True,False,,False,False,,False,,,2,False,False,False,925.3467567567568,917.0,-0.009020139418882578,,False
2019-11-21,downtrend,False,0,,1,True,False,,False,False,,False,,,3,True,False,False,924.6331578947368,898.23,-0.028555279106422193,,False
2019-11-22,downtrend,False,0,,1,True,False,,False,False,,False,,,4,True,False,False,923.804358974359,892.31,-0.0340920224811726,,False
2019-11-25,rally_attempt,True,1,2019-11-25,2,False,True,886.81,False,False,,False,,,4,False,False,False,923.07925,894.8,-0.03063577693897901,,False
2019-11-26,rally_attempt,True,2,2019-11-25,2,False,False,886.81,False,False,,False,,,4,False,False,False,922.4553658536585,897.5,-0.027053196043327565,,False
2019-11-27,rally_attempt,True,3,2019-11-25,2,False,False,886.81,False,False,,False,,,4,False,False,False,921.8030952380954,895.06,-0.029011722108817417,,False
2019-11-28,downtrend,False,0,,2,True,False,,False,False,,False,,,4,True,False,False,920.963488372093,885.7,-0.0382897789297002,,False
2019-11-29,downtrend,False,0,,2,True,False,,False,False,,False,,,4,False,False,False,920.2022727272728,887.47,-0.03557073667103827,,False
2019-12-02,downtrend,False,0,,2,True,False,,False,False,,False,,,5,True,False,False,919.2,875.1,-0.04797650130548303,,False
2019-12-03,correction,False,0,,2,True,False,,False,False,,False,,,6,True,False,False,918.1017391304348,868.68,-0.053830351282466604,,False
2019-12-04,correction,False,0,,2,True,False,,False,False,,False,,,6,False,False,False,917.3668085106383,883.56,-0.03685200750343731,,False
2019-12-05,correction,False,0,,2,False,False,,False,False,,False,,,6,False,False,False,916.5741666666667,879.32,-0.04064501054197278,,False
2019-12-06,correction,False,0,,2,False,False,,False,False,,False,,,6,False,False,False,915.8365306122448,880.43,-0.03866031702030415,,False
2019-12-09,correction,False,0,,2,False,False,,False,False,,False,,,6,False,False,False,915.1186,879.94,-0.038441574676768675,,False
2019-12-10,correction,False,0,,2,False,False,,False,False,,False,,,7,True,False,False,914.0556,873.16,-0.04474082320594075,,False
2019-12-11,correction,False,0,,2,False,False,,False,False,,False,,,6,False,False,False,913.2264,878.27,-0.03827791224607613,,False
2019-12-12,rally_attempt,True,1,2019-12-12,3,False,True,878.88,False,False,,False,,,6,False,False,False,912.4884,884.8,-0.030343837795636652,,False
2019-12-13,rally_attempt,True,2,2019-12-12,3,False,False,878.88,False,False,,False,,,7,True,False,False,911.7962,880.55,-0.03426884209431891,,False
2019-12-16,rally_attempt,True,3,2019-12-12,3,False,False,878.88,False,False,,False,,,8,True,False,False,911.1792,876.65,-0.03789507047570895,,False
2019-12-17,rally_attempt,True,4,2019-12-12,3,False,False,878.88,False,False,,False,,,8,False,False,False,910.2226,867.44,-0.04700234865625175,,False
2019-12-18,correction,False,0,,3,True,False,,False,False,,False,,,9,True,False,False,909.195,863.16,-0.05063270255555752,,False
2019-12-19,correction,False,0,,3,True,False,,False,False,,False,,,8,False,False,False,908.1786,862.23,-0.05059423333692292,,False
2019-12-20,rally_attempt,True,1,2019-12-20,4,False,True,862.38,False,False,,False,,,7,False,False,False,907.2123999999999,868.37,-0.0428151114336619,,False
2019-12-23,rally_attempt,True,2,2019-12-20,4,False,False,862.38,False,False,,False,,,7,False,False,False,906.1382000000001,868.2,-0.04186800644758171,,False
2019-12-24,rally_attempt,True,3,2019-12-20,4,False,False,862.38,False,False,,False,,,7,False,False,False,905.0704,869.88,-0.0388813953036139,,False
2019-12-25,rally_attempt,True,4,2019-12-20,4,False,False,862.38,False,False,,False,,,7,False,False,False,904.0412,873.18,-0.034136939776638564,,False
2019-12-26,rally_attempt,True,5,2019-12-20,4,False,False,862.38,False,False,,False,,,6,False,False,False,903.1006,872.07,-0.03436007018487186,,False
2019-12-27,rally_attempt,True,6,2019-12-20,4,False,False,862.38,False,False,,False,,,6,False,False,False,902.2456,876.38,-0.028668025646231943,,False
2019-12-30,rally_attempt,True,7,2019-12-20,4,False,False,862.38,False,False,,False,,,5,False,False,False,901.5714,880.29,-0.02360478604356797,,False
2019-12-31,rally_attempt,True,8,2019-12-20,4,False,False,862.38,False,False,,False,,,4,False,False,False,900.8164,879.06,-0.024151869348737587,,False
2020-01-02,rally_attempt,True,9,2019-12-20,4,False,False,862.38,False,False,,False,,,4,False,False,False,900.1618000000001,886.88,-0.014754902951891635,,False
2020-01-03,rally_attempt,True,10,2019-12-20,4,False,False,862.38,False,False,,False,,,4,False,False,False,899.3224,883.28,-0.017838319161181837,,False
2020-01-06,rally_attempt,True,11,2019-12-20,4,False,False,862.38,False,False,,False,,,5,True,False,False,898.2282,872.34,-0.028821406408749972,,False
2020-01-07,rally_attempt,True,12,2019-12-20,4,False,False,862.38,False,False,,False,,,5,False,False,False,897.2428,876.7,-0.022895474892637657,,False
2020-01-08,rally_attempt,True,13,2019-12-20,4,False,False,862.38,False,False,,False,,,5,True,False,False,896.067,865.18,-0.034469520694323186,,False
2020-01-09,rally_attempt,True,14,2019-12-20,4,False,False,862.38,False,False,,False,,,5,False,False,False,895.1208,877.76,-0.019394924126441948,,False
2020-01-10,rally_attempt,True,15,2019-12-20,4,False,False,862.38,False,False,,False,,,5,False,False,False,894.3775999999999,885.52,-0.009903646960746748,,False
2020-01-13,rally_attempt,True,16,2019-12-20,4,False,False,862.38,False,False,,False,,,4,False,False,False,893.3424,881.79,-0.012931659798079753,,False
2020-01-14,rally_attempt,True,17,2019-12-20,4,False,False,862.38,False,False,,False,,,3,False,False,False,892.2328,884.77,-0.008364184773301364,,False
2020-01-15,rally_attempt,True,18,2019-12-20,4,False,False,862.38,False,False,,False,,,3,False,False,False,891.0931999999999,885.36,-0.006433894905717885,,False
2020-01-16,rally_attempt,True,19,2019-12-20,4,False,False,862.38,False,False,,False,,,2,False,False,False,890.0848,891.96,0.002106765557618795,,False
2020-01-17,rally_attempt,True,20,2019-12-20,4,False,False,862.38,False,False,,False,,,2,False,False,False,889.0966000000001,894.84,0.0064598155026123205,,False
2020-01-20,rally_attempt,True,21,2019-12-20,4,False,False,862.38,False,False,,False,,,2,False,False,False,888.1505999999999,897.4,0.010414224794758953,,False
2020-01-21,rally_attempt,True,22,2019-12-20,4,False,False,862.38,False,False,,False,,,2,False,False,False,887.4866000000001,906.52,0.021446408317601584,,False
2020-01-22,rally_attempt,True,23,2019-12-20,4,False,False,862.38,False,False,,False,,,2,False,False,False,886.872,909.09,0.02505209319946977,,False
2020-01-30,rally_attempt,True,24,2019-12-20,4,False,False,862.38,False,False,,False,,,3,True,False,True,885.7364,875.82,-0.011195655953622263,,False
2020-01-31,downtrend,False,0,,4,True,False,,False,False,,False,,,4,True,False,False,884.1402,848.63,-0.04016353967391151,,False
2020-02-03,downtrend,False,0,,4,True,False,,False,False,,False,,,4,False,False,False,882.4464,842.67,-0.0450751456405738,,False
2020-02-04,rally_attempt,True,1,2020-02-04,5,False,True,833.93,False,False,,False,,,4,False,False,False,880.9378,845.52,-0.040204654630554004,,False
2020-02-05,rally_attempt,True,2,2020-02-04,5,False,False,833.93,False,False,,False,,,4,False,False,False,879.3226,845.31,-0.038680456979042765,,False
2020-02-06,uptrend_under_pressure,False,0,,5,False,False,,True,True,2020-02-06,False,842.68,862.86,4,False,True,False,878.2398,862.86,-0.017512073581725573,0.0,True
2020-02-07,uptrend_under_pressure,True,1,2020-02-07,6,False,True,858.02,True,True,2020-02-06,False,842.68,862.86,4,False,False,False,877.545,863.49,-0.016016272669777565,0.0007301300326820748,True
2020-02-10,uptrend_under_pressure,True,2,2020-02-07,6,False,False,858.02,True,True,2020-02-06,False,842.68,862.86,3,False,False,False,876.7561999999999,852.87,-0.027243833576540366,-0.011577776232529091,True
2020-02-11,uptrend_under_pressure,True,3,2020-02-07,6,False,False,858.02,True,True,2020-02-06,False,842.68,862.86,3,False,False,False,875.988,856.39,-0.022372452590674885,-0.007498319541988319,True
2020-02-12,uptrend_under_pressure,True,4,2020-02-07,6,False,False,858.02,True,True,2020-02-06,False,842.68,862.86,2,False,False,False,875.3026000000001,863.23,-0.013792487306675483,0.00042880652713073175,True
2020-02-13,uptrend_under_pressure,True,5,2020-02-07,6,False,False,858.02,True,True,2020-02-06,False,842.68,862.86,2,False,False,False,874.6845999999999,864.16,-0.012032451468792282,0.001506617527756493,True
2020-02-14,uptrend_under_pressure,True,6,2020-02-07,6,False,False,858.02,True,True,2020-02-06,False,842.68,862.86,2,False,False,False,874.2878,865.86,-0.009639617526402522,0.0034768096794381975,True
2020-02-17,uptrend_under_pressure,True,7,2020-02-07,6,False,False,858.02,True,True,2020-02-06,False,842.68,862.86,2,False,False,False,873.8637999999999,866.27,-0.008689912547012346,0.003951973668961273,True
2020-02-18,uptrend_under_pressure,True,8,2020-02-07,6,False,False,858.02,True,True,2020-02-06,False,842.68,862.86,3,True,False,False,873.596,861.71,-0.013605831528532564,-0.0013327770437846498,True
2020-02-19,uptrend_under_pressure,True,9,2020-02-07,6,False,False,858.02,True,True,2020-02-06,False,842.68,862.86,3,False,False,False,873.4992,863.84,-0.01105805248590952,0.0011357578286164127,True
2020-02-20,uptrend_under_pressure,True,10,2020-02-07,6,False,False,858.02,True,True,2020-02-06,False,842.68,862.86,3,False,False,False,873.2560000000001,871.4,-0.0021253790411976947,0.009897318220800644,True
2020-02-21,uptrend_under_pressure,True,11,2020-02-07,6,False,False,858.02,True,True,2020-02-06,False,842.68,862.86,4,True,False,False,873.0474,868.89,-0.004761940760604766,0.006988387455670653,True
2020-02-24,uptrend_under_pressure,True,12,2020-02-07,6,False,False,858.02,True,True,2020-02-06,False,842.68,862.86,5,True,False,False,872.1868000000001,837.4,-0.03988457518504074,-0.02950652481283178,True
2020-02-25,uptrend_under_pressure,True,13,2020-02-07,6,True,False,858.02,True,True,2020-02-06,False,842.68,862.86,5,False,False,False,871.5795999999999,849.58,-0.025241068056204963,-0.01539067751431289,True
2020-02-26,uptrend_under_pressure,True,14,2020-02-07,6,False,False,858.02,True,True,2020-02-06,False,842.68,862.86,5,False,False,False,870.95,841.68,-0.033606980882944004,-0.024546276336833373,True
2020-02-27,uptrend_under_pressure,True,15,2020-02-07,6,False,False,858.02,True,True,2020-02-06,False,842.68,862.86,4,False,False,False,870.3514,848.34,-0.025290244836740583,-0.016827758848480645,True
2020-02-28,uptrend_under_pressure,False,0,,6,True,False,,True,True,2020-02-06,False,842.68,862.86,4,True,False,False,869.2948000000001,831.97,-0.04293687250861278,-0.03579955033261473,True
2020-03-02,uptrend_under_pressure,True,1,2020-03-02,7,False,True,827.23,True,True,2020-02-06,False,842.68,862.86,4,False,False,False,868.3922,835.42,-0.0379692493783339,-0.031801219201261,True
2020-03-03,uptrend_under_pressure,True,2,2020-03-02,7,False,False,827.23,True,True,2020-02-06,False,842.68,862.86,4,False,False,False,867.6189999999999,837.99,-0.03414978233533372,-0.02882275224254227,True
2020-03-04,uptrend_under_pressure,True,3,2020-03-02,7,False,False,827.23,True,True,2020-02-06,False,842.68,862.86,4,False,False,False,867.03,837.99,-0.033493650738728675,-0.02882275224254227,True
2020-03-05,uptrend_under_pressure,True,4,2020-03-02,7,False,False,827.23,True,True,2020-02-06,False,842.68,862.86,4,False,False,False,866.5491999999999,839.12,-0.03165336717176581,-0.027513153929953904,True
2020-03-06,uptrend_under_pressure,True,5,2020-03-02,7,False,False,827.23,True,True,2020-02-06,False,842.68,862.86,4,False,False,False,866.0239999999999,835.97,-0.03470342623299105,-0.031163804093363945,True
2020-03-09,correction,False,0,,7,True,False,,True,False,2020-02-06,False,842.68,862.86,5,True,False,False,864.3136,782.85,-0.09425236395678593,,False
2020-03-10,correction,False,0,,7,True,False,,True,False,2020-02-06,False,842.68,862.86,5,False,False,False,862.7398,789.51,-0.08488051669808205,,False
2020-03-11,correction,False,0,,7,True,False,,True,False,2020-02-06,False,842.68,862.86,6,True,False,False,860.5053999999999,758.16,-0.1189363831999194,,False
2020-03-12,correction,False,0,,7,True,False,,True,False,2020-02-06,False,842.68,862.86,6,False,False,False,857.426,719.21,-0.16119875067935896,,False
2020-03-13,correction,False,0,,7,True,False,,True,False,2020-02-06,False,842.68,862.86,7,True,False,False,854.3176,716.65,-0.1611433499672721,,False
2020-03-16,correction,False,0,,7,False,False,,True,False,2020-02-06,False,842.68,862.86,7,False,False,False,850.7536,698.18,-0.17933935278087576,,False
2020-03-17,correction,False,0,,7,True,False,,True,False,2020-02-06,False,842.68,862.86,6,False,False,False,847.1424000000001,699.73,-0.17401135865705697,,False
2020-03-18,rally_attempt,True,1,2020-03-18,8,False,True,695.42,True,False,2020-02-06,False,842.68,862.86,6,False,False,False,843.5742,700.65,-0.1694269454897981,,False
2020-03-19,correction,False,0,,8,True,False,,True,False,2020-02-06,False,842.68,862.86,6,False,False,False,839.4276,679.55,-0.19046026125421656,,False
2020-03-20,correction,False,0,,8,True,False,,True,False,2020-02-06,False,842.68,862.86,6,True,False,False,835.2360000000001,673.7,-0.19340162540886652,,False
2020-03-23,correction,False,0,,8,True,False,,True,False,2020-02-06,False,842.68,862.86,6,True,False,False,830.4464,632.86,-0.2379279385159596,,False
2020-03-24,correction,False,0,,8,True,False,,True,False,2020-02-06,False,842.68,862.86,6,False,False,False,825.421,625.43,-0.24228969216920826,,False
2020-03-25,rally_attempt,True,1,2020-03-25,9,False,True,625.83,True,False,2020-02-06,False,842.68,862.86,6,False,False,False,821.1636,652.31,-0.20562723432943208,,False
